Name;Coord;Winner;550;1100;1650;2200;2750;3300;3850;4400;4950;5500;6050;6600;7150;7700;8250;8800;9350;9900;10450;11000;11550;12100;12650;13200;13750;14300;14850;15400;15950;16500;17050;17600;18150;18700;19250;19800;20350;20900;21450;22000
EA0;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;11;11;12;15;15;15
EA1;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;7;8;8;10;10;11;12;13;13;15;15
EA2;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;12;12;14;16
EA3;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;10;9;12;11;12;14;16
EA4;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;11;11;10;9;11;11;9;7;6
EA5;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;11;12;12;15
EA6;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;10;10;11;12;13;14;14;14
EA7;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;7;7;7;9;9;8;10;11;9;9;10;9;9;7
EA8;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;12;11;12;15;15
EA9;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;11;12;12;16
EA10;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;7;9;9;8;8;9;8;8;7;7;5
EA11;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;10;9;11;12;12;11;11;13;12;11;12;10;10;10;11;11;10;10;10;10;10;11;9;7;6
EA12;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;7;9;8;9;11;12;13;12;13;15;15;16
EA13;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;9;9;9;10;12;13;13;15;16
EA14;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;9;7;10;12;12;14;14;15
EA15;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;10;11;12;14;15;15;15
EA16;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;7;9;9;10;11;14;13;14;14
EA17;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;10;10;11;12;12;12;14;14;16
EA18;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;7;8;8;10;9;11;11;10;10;12;12;11;12;12;12;12;12;11;12;14;14;14;15
EA19;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;9;7;10;12;13;14;14
EA20;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;11;11;12;14;15;14
EA21;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;10;10;11;11;13;14;16
EA22;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;8;10;10;11;11;12;12;13;14;15
EA23;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;9;11;11;12;14;15;16
EA24;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;9;9;10;11;11;12;13;13;15
EA25;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;8;8;10;9;10;10;10;11;11;12;12;12;12;13;13;14;13;14;15
EA26;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;7;8;10;11;11;13;14;15
EA27;<437, 5, 200>;False;1;1;2;2;3;3;5;5;6;9;7;8;8;9;9;8;8;9;9;8;8;7;7
EA28;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;11;12;14;15;16
EA29;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;10;9;12;11;12;13;16
EA30;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;8;8;8;9;10;11;13;13;13;15;16
EA31;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;7;9;7;9;10;11;10;12;13;13;13;14;16
EA32;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;9;8;8;9;10;11;12;13;14
EA33;<437, 5, 200>;True;1;1;2;2;3;3;5;5;6;7;8;8;10;11;9;12;13;13;13;14;14
